customer_id,first_name,last_name,customer_email,order_id,order_date,required_date,shipped_date,staff_id,store_name,store_email
881,Chloe,Patel,chloe.patel@yahoo.com,917,2017-05-29,2017-05-31,2017-06-01,2,"Santa Cruz Bikes",santacruz@bikes.shop
242,Rutha,Howell,rutha.howell@gmail.com,918,2017-05-30,2017-05-31,2017-05-31,3,"Santa Cruz Bikes",santacruz@bikes.shop
233,Mariana,Strong,mariana.strong@msn.com,926,2017-06-03,2017-06-05,2017-06-06,2,"Santa Cruz Bikes",santacruz@bikes.shop
1438,Lee,Dunn,lee.dunn@aol.com,927,2017-06-03,2017-06-05,2017-06-06,2,"Santa Cruz Bikes",santacruz@bikes.shop
957,Stephen,Vega,stephen.vega@msn.com,928,2017-06-05,2017-06-06,2017-06-06,3,"Santa Cruz Bikes",santacruz@bikes.shop
585,Chasidy,Webster,chasidy.webster@msn.com,940,2017-06-12,2017-06-14,2017-06-13,2,"Santa Cruz Bikes",santacruz@bikes.shop
736,Genny,Hensley,genny.hensley@yahoo.com,941,2017-06-12,2017-06-14,2017-06-14,2,"Santa Cruz Bikes",santacruz@bikes.shop
138,Jone,Bernard,jone.bernard@hotmail.com,944,2017-06-14,2017-06-15,2017-06-17,3,"Santa Cruz Bikes",santacruz@bikes.shop
278,Myesha,Burgess,myesha.burgess@gmail.com,947,2017-06-15,2017-06-18,2017-06-17,3,"Santa Cruz Bikes",santacruz@bikes.shop
867,Rosalva,Hamilton,rosalva.hamilton@aol.com,949,2017-06-16,2017-06-18,2017-06-17,3,"Santa Cruz Bikes",santacruz@bikes.shop
1276,Shona,Mcmillan,shona.mcmillan@msn.com,958,2017-06-18,2017-06-20,2017-06-19,2,"Santa Cruz Bikes",santacruz@bikes.shop
82,Lizzie,Joyner,lizzie.joyner@msn.com,961,2017-06-19,2017-06-21,2017-06-22,2,"Santa Cruz Bikes",santacruz@bikes.shop
172,Jeanie,Kirkland,jeanie.kirkland@aol.com,987,2017-07-02,2017-07-04,2017-07-04,2,"Santa Cruz Bikes",santacruz@bikes.shop
751,Hermila,Mckay,hermila.mckay@yahoo.com,991,2017-07-06,2017-07-07,2017-07-09,2,"Santa Cruz Bikes",santacruz@bikes.shop
1415,Harold,O'connor,harold.o'connor@gmail.com,993,2017-07-09,2017-07-11,2017-07-11,3,"Santa Cruz Bikes",santacruz@bikes.shop
621,Basil,Ballard,basil.ballard@yahoo.com,995,2017-07-11,2017-07-13,2017-07-14,2,"Santa Cruz Bikes",santacruz@bikes.shop
915,Beryl,Bennett,beryl.bennett@aol.com,996,2017-07-11,2017-07-12,2017-07-12,2,"Santa Cruz Bikes",santacruz@bikes.shop
1418,Penni,Best,penni.best@msn.com,1002,2017-07-14,2017-07-16,2017-07-16,3,"Santa Cruz Bikes",santacruz@bikes.shop
495,Travis,Goodman,travis.goodman@yahoo.com,1011,2017-07-18,2017-07-21,2017-07-21,3,"Santa Cruz Bikes",santacruz@bikes.shop
1370,Rona,Rojas,rona.rojas@gmail.com,1026,2017-07-26,2017-07-28,2017-07-29,2,"Santa Cruz Bikes",santacruz@bikes.shop
407,Dannette,Guerrero,dannette.guerrero@gmail.com,1029,2017-07-29,2017-07-30,2017-08-01,3,"Santa Cruz Bikes",santacruz@bikes.shop
1308,Shea,Howell,shea.howell@msn.com,1031,2017-07-30,2017-08-01,2017-08-02,2,"Santa Cruz Bikes",santacruz@bikes.shop
1225,Mellisa,Griffin,mellisa.griffin@msn.com,1040,2017-08-04,2017-08-07,2017-08-05,2,"Santa Cruz Bikes",santacruz@bikes.shop
194,Dorine,Roberson,dorine.roberson@msn.com,1049,2017-08-09,2017-08-11,2017-08-10,2,"Santa Cruz Bikes",santacruz@bikes.shop
239,Felice,Guzman,felice.guzman@hotmail.com,1050,2017-08-09,2017-08-12,2017-08-12,3,"Santa Cruz Bikes",santacruz@bikes.shop
47,Bridgette,Guerra,bridgette.guerra@hotmail.com,1072,2017-08-18,2017-08-18,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
1003,Sharell,Ross,sharell.ross@msn.com,1075,2017-08-19,2017-08-21,2017-08-22,3,"Santa Cruz Bikes",santacruz@bikes.shop
2,Kasha,Todd,kasha.todd@yahoo.com,1084,2017-08-21,2017-08-24,2017-08-23,2,"Santa Cruz Bikes",santacruz@bikes.shop
305,Hope,Cotton,hope.cotton@aol.com,1085,2017-08-21,2017-08-23,2017-08-23,3,"Santa Cruz Bikes",santacruz@bikes.shop
46,Monika,Berg,monika.berg@gmail.com,1089,2017-08-23,2017-08-23,NULL,2,"Santa Cruz Bikes",santacruz@bikes.shop
1427,Mikel,Wilkerson,mikel.wilkerson@msn.com,1090,2017-08-24,2017-08-26,2017-08-26,2,"Santa Cruz Bikes",santacruz@bikes.shop
40,Ronna,Butler,ronna.butler@gmail.com,1092,2017-08-25,2017-08-28,2017-08-27,2,"Santa Cruz Bikes",santacruz@bikes.shop
326,Shiela,Calderon,shiela.calderon@msn.com,1093,2017-08-25,2017-08-28,2017-08-26,3,"Santa Cruz Bikes",santacruz@bikes.shop
589,Jeffry,Church,jeffry.church@msn.com,1096,2017-08-27,2017-08-29,2017-08-29,2,"Santa Cruz Bikes",santacruz@bikes.shop
752,Lloyd,Miranda,lloyd.miranda@hotmail.com,1098,2017-08-28,2017-08-30,2017-08-30,2,"Santa Cruz Bikes",santacruz@bikes.shop
735,Aide,Franco,aide.franco@msn.com,1108,2017-09-03,2017-09-05,2017-09-04,3,"Santa Cruz Bikes",santacruz@bikes.shop
749,Oralia,Farley,oralia.farley@hotmail.com,1119,2017-09-10,2017-09-12,2017-09-13,2,"Santa Cruz Bikes",santacruz@bikes.shop
69,Katelin,Kennedy,katelin.kennedy@gmail.com,1130,2017-09-18,2017-09-20,2017-09-20,3,"Santa Cruz Bikes",santacruz@bikes.shop
1178,Wendie,Nash,wendie.nash@hotmail.com,1131,2017-09-18,2017-09-20,2017-09-19,3,"Santa Cruz Bikes",santacruz@bikes.shop
254,Cristobal,Hutchinson,cristobal.hutchinson@gmail.com,1138,2017-09-21,2017-09-23,2017-09-22,2,"Santa Cruz Bikes",santacruz@bikes.shop
1006,Marjory,Leonard,marjory.leonard@msn.com,1139,2017-09-21,2017-09-22,2017-09-23,2,"Santa Cruz Bikes",santacruz@bikes.shop
1076,Sherise,Mercer,sherise.mercer@gmail.com,1141,2017-09-22,2017-09-23,2017-09-24,2,"Santa Cruz Bikes",santacruz@bikes.shop
554,Hilde,Nieves,hilde.nieves@gmail.com,1142,2017-09-23,2017-09-26,2017-09-26,3,"Santa Cruz Bikes",santacruz@bikes.shop
1087,Willow,Gardner,willow.gardner@gmail.com,1143,2017-09-24,2017-09-26,2017-09-27,2,"Santa Cruz Bikes",santacruz@bikes.shop
708,Majorie,Glover,majorie.glover@msn.com,1151,2017-09-29,2017-09-30,2017-09-30,3,"Santa Cruz Bikes",santacruz@bikes.shop
24,Corene,Wall,corene.wall@msn.com,1157,2017-10-01,2017-10-03,2017-10-04,3,"Santa Cruz Bikes",santacruz@bikes.shop
889,Lucilla,Williams,lucilla.williams@hotmail.com,1158,2017-10-01,2017-10-03,2017-10-02,2,"Santa Cruz Bikes",santacruz@bikes.shop
1221,Joy,Underwood,joy.underwood@gmail.com,1159,2017-10-01,2017-10-02,2017-10-03,3,"Santa Cruz Bikes",santacruz@bikes.shop
1262,Brianne,Hays,brianne.hays@gmail.com,1160,2017-10-01,2017-10-02,2017-10-04,2,"Santa Cruz Bikes",santacruz@bikes.shop
900,Jule,Davenport,jule.davenport@aol.com,1167,2017-10-04,2017-10-07,2017-10-06,2,"Santa Cruz Bikes",santacruz@bikes.shop
1065,Desiree,Branch,desiree.branch@msn.com,1180,2017-10-13,2017-10-16,2017-10-16,3,"Santa Cruz Bikes",santacruz@bikes.shop
192,Bong,Hebert,bong.hebert@gmail.com,1194,2017-10-19,2017-10-22,2017-10-22,2,"Santa Cruz Bikes",santacruz@bikes.shop
318,Eliz,Whitney,eliz.whitney@msn.com,1199,2017-10-23,2017-10-24,2017-10-26,2,"Santa Cruz Bikes",santacruz@bikes.shop
1091,Risa,Gallagher,risa.gallagher@yahoo.com,1205,2017-10-26,2017-10-28,2017-10-28,2,"Santa Cruz Bikes",santacruz@bikes.shop
1017,Philip,Bryan,philip.bryan@hotmail.com,1218,2017-10-30,2017-11-01,2017-10-31,2,"Santa Cruz Bikes",santacruz@bikes.shop
768,Yvone,Yates,yvone.yates@gmail.com,1225,2017-11-04,2017-11-05,2017-11-07,2,"Santa Cruz Bikes",santacruz@bikes.shop
89,Arvilla,Osborn,arvilla.osborn@gmail.com,1229,2017-11-05,2017-11-08,2017-11-06,3,"Santa Cruz Bikes",santacruz@bikes.shop
665,Stacie,Sims,stacie.sims@hotmail.com,1232,2017-11-06,2017-11-07,2017-11-09,3,"Santa Cruz Bikes",santacruz@bikes.shop
571,Kaley,Blanchard,kaley.blanchard@msn.com,1237,2017-11-09,2017-11-12,2017-11-11,2,"Santa Cruz Bikes",santacruz@bikes.shop
426,Daisy,Ward,daisy.ward@msn.com,1247,2017-11-16,2017-11-18,2017-11-17,2,"Santa Cruz Bikes",santacruz@bikes.shop
1367,Lucile,Manning,lucile.manning@yahoo.com,1248,2017-11-16,2017-11-17,2017-11-18,3,"Santa Cruz Bikes",santacruz@bikes.shop
110,Ollie,Zimmerman,ollie.zimmerman@yahoo.com,1252,2017-11-18,2017-11-20,2017-11-21,3,"Santa Cruz Bikes",santacruz@bikes.shop
774,Nenita,Mooney,nenita.mooney@hotmail.com,1268,2017-11-26,2017-11-28,2017-11-29,3,"Santa Cruz Bikes",santacruz@bikes.shop
165,Jeromy,Burch,jeromy.burch@msn.com,1275,2017-11-29,2017-12-01,2017-11-30,2,"Santa Cruz Bikes",santacruz@bikes.shop
279,Justina,Long,justina.long@aol.com,1287,2017-12-07,2017-12-10,2017-12-09,3,"Santa Cruz Bikes",santacruz@bikes.shop
1292,Lakenya,Oliver,lakenya.oliver@yahoo.com,1289,2017-12-08,2017-12-11,2017-12-10,3,"Santa Cruz Bikes",santacruz@bikes.shop
947,Angele,Castro,angele.castro@yahoo.com,1294,2017-12-11,2017-12-13,2017-12-14,2,"Santa Cruz Bikes",santacruz@bikes.shop
231,Jenee,Rasmussen,jenee.rasmussen@hotmail.com,1296,2017-12-14,2017-12-17,2017-12-15,3,"Santa Cruz Bikes",santacruz@bikes.shop
1216,Elvina,Gates,elvina.gates@hotmail.com,1299,2017-12-15,2017-12-18,2017-12-16,2,"Santa Cruz Bikes",santacruz@bikes.shop
1088,Jane,Henderson,jane.henderson@hotmail.com,1301,2017-12-16,2017-12-19,2017-12-19,3,"Santa Cruz Bikes",santacruz@bikes.shop
1384,Elmo,Sweeney,elmo.sweeney@yahoo.com,1307,2017-12-22,2017-12-23,2017-12-25,2,"Santa Cruz Bikes",santacruz@bikes.shop
444,Caridad,Compton,caridad.compton@aol.com,1310,2017-12-24,2017-12-25,2017-12-26,3,"Santa Cruz Bikes",santacruz@bikes.shop
311,Charise,Burt,charise.burt@aol.com,1312,2017-12-25,2017-12-28,2017-12-26,3,"Santa Cruz Bikes",santacruz@bikes.shop
1294,Edith,Davenport,edith.davenport@gmail.com,1313,2017-12-25,2017-12-27,2017-12-27,3,"Santa Cruz Bikes",santacruz@bikes.shop
846,Sylvester,Chan,sylvester.chan@hotmail.com,1316,2017-12-26,2017-12-29,2017-12-27,3,"Santa Cruz Bikes",santacruz@bikes.shop
418,Georgeanna,Webster,georgeanna.webster@msn.com,1317,2017-12-27,2017-12-28,2017-12-29,3,"Santa Cruz Bikes",santacruz@bikes.shop
244,Jessika,Bray,jessika.bray@yahoo.com,1320,2017-12-28,2017-12-30,2017-12-29,3,"Santa Cruz Bikes",santacruz@bikes.shop
217,Carline,Collier,carline.collier@msn.com,1321,2017-12-30,2017-12-31,2017-12-31,3,"Santa Cruz Bikes",santacruz@bikes.shop
443,Ayana,Keith,ayana.keith@hotmail.com,1329,2018-01-04,2018-01-05,2018-01-06,3,"Santa Cruz Bikes",santacruz@bikes.shop
904,Jana,Thomas,jana.thomas@yahoo.com,1336,2018-01-09,2018-01-10,2018-01-12,2,"Santa Cruz Bikes",santacruz@bikes.shop
580,Mellisa,Kim,mellisa.kim@aol.com,1339,2018-01-11,2018-01-14,2018-01-13,3,"Santa Cruz Bikes",santacruz@bikes.shop
1066,Raeann,Duncan,raeann.duncan@aol.com,1340,2018-01-12,2018-01-13,2018-01-13,3,"Santa Cruz Bikes",santacruz@bikes.shop
247,Muriel,Juarez,muriel.juarez@gmail.com,1347,2018-01-15,2018-01-18,2018-01-18,2,"Santa Cruz Bikes",santacruz@bikes.shop
1214,Brigid,Sharp,brigid.sharp@hotmail.com,1348,2018-01-15,2018-01-17,2018-01-17,2,"Santa Cruz Bikes",santacruz@bikes.shop
476,Christopher,Richardson,christopher.richardson@gmail.com,1354,2018-01-19,2018-01-20,2018-01-21,3,"Santa Cruz Bikes",santacruz@bikes.shop
253,Maurice,Norton,maurice.norton@hotmail.com,1358,2018-01-21,2018-01-23,2018-01-24,2,"Santa Cruz Bikes",santacruz@bikes.shop
1118,Ja,Dillard,ja.dillard@yahoo.com,1367,2018-01-27,2018-01-28,2018-01-28,3,"Santa Cruz Bikes",santacruz@bikes.shop
1330,Karren,Stevenson,karren.stevenson@aol.com,1374,2018-01-30,2018-02-01,2018-02-01,3,"Santa Cruz Bikes",santacruz@bikes.shop
1186,Kiesha,Bond,kiesha.bond@aol.com,1376,2018-02-01,2018-02-02,2018-02-03,2,"Santa Cruz Bikes",santacruz@bikes.shop
983,Marguerite,Berger,marguerite.berger@aol.com,1378,2018-02-02,2018-02-05,2018-02-04,2,"Santa Cruz Bikes",santacruz@bikes.shop
818,Joel,Wynn,joel.wynn@aol.com,1380,2018-02-05,2018-02-08,2018-02-08,3,"Santa Cruz Bikes",santacruz@bikes.shop
488,Joaquin,Hawkins,joaquin.hawkins@aol.com,1383,2018-02-07,2018-02-08,2018-02-08,3,"Santa Cruz Bikes",santacruz@bikes.shop
1254,Dung,Reid,dung.reid@msn.com,1386,2018-02-09,2018-02-10,2018-02-11,2,"Santa Cruz Bikes",santacruz@bikes.shop
1052,Zora,Ford,zora.ford@gmail.com,1395,2018-02-15,2018-02-18,2018-02-16,3,"Santa Cruz Bikes",santacruz@bikes.shop
1383,Desire,Mcgowan,desire.mcgowan@msn.com,1398,2018-02-16,2018-02-19,2018-02-19,3,"Santa Cruz Bikes",santacruz@bikes.shop
1240,Bella,Perez,bella.perez@msn.com,1404,2018-02-23,2018-02-26,2018-02-24,3,"Santa Cruz Bikes",santacruz@bikes.shop
109,Monica,Sears,monica.sears@aol.com,1411,2018-03-01,2018-03-02,2018-03-02,2,"Santa Cruz Bikes",santacruz@bikes.shop
300,Rayford,Simon,rayford.simon@msn.com,1417,2018-03-04,2018-03-06,2018-03-07,2,"Santa Cruz Bikes",santacruz@bikes.shop
1231,Selene,Vega,selene.vega@gmail.com,1423,2018-03-06,2018-03-07,2018-03-07,2,"Santa Cruz Bikes",santacruz@bikes.shop
1445,Ester,Acevedo,ester.acevedo@gmail.com,1424,2018-03-07,2018-03-10,2018-03-10,2,"Santa Cruz Bikes",santacruz@bikes.shop
518,Homer,Powers,homer.powers@msn.com,1437,2018-03-15,2018-03-16,2018-03-16,2,"Santa Cruz Bikes",santacruz@bikes.shop
1419,Lurlene,Cotton,lurlene.cotton@yahoo.com,1447,2018-03-18,2018-03-20,2018-03-20,3,"Santa Cruz Bikes",santacruz@bikes.shop
287,Mireille,Puckett,mireille.puckett@hotmail.com,1452,2018-03-20,2018-03-23,2018-03-23,3,"Santa Cruz Bikes",santacruz@bikes.shop
601,Leland,Mcdowell,leland.mcdowell@gmail.com,1453,2018-03-20,2018-03-23,2018-03-22,3,"Santa Cruz Bikes",santacruz@bikes.shop
738,Fannie,Jenkins,fannie.jenkins@msn.com,1466,2018-03-26,2018-03-29,2018-03-28,3,"Santa Cruz Bikes",santacruz@bikes.shop
3,Tameka,Fisher,tameka.fisher@aol.com,1468,2018-03-27,2018-03-30,2018-03-29,2,"Santa Cruz Bikes",santacruz@bikes.shop
302,Hayden,Cross,hayden.cross@gmail.com,1473,2018-03-30,2018-04-01,2018-04-02,2,"Santa Cruz Bikes",santacruz@bikes.shop
816,Marshall,Johnson,marshall.johnson@yahoo.com,1474,2018-03-30,2018-04-01,2018-04-02,3,"Santa Cruz Bikes",santacruz@bikes.shop
33,Deloris,Burke,deloris.burke@hotmail.com,1487,2018-04-03,2018-04-03,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
181,Olevia,Pitts,olevia.pitts@gmail.com,1488,2018-04-03,2018-04-03,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
194,Dorine,Roberson,dorine.roberson@msn.com,1489,2018-04-03,2018-04-03,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
217,Carline,Collier,carline.collier@msn.com,1490,2018-04-03,2018-04-03,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
82,Lizzie,Joyner,lizzie.joyner@msn.com,1491,2018-04-04,2018-04-04,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
69,Katelin,Kennedy,katelin.kennedy@gmail.com,1494,2018-04-05,2018-04-05,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
3,Tameka,Fisher,tameka.fisher@aol.com,1496,2018-04-06,2018-04-06,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
31,Williemae,Holloway,williemae.holloway@msn.com,1497,2018-04-06,2018-04-06,NULL,2,"Santa Cruz Bikes",santacruz@bikes.shop
81,Zina,Bonner,zina.bonner@hotmail.com,1498,2018-04-06,2018-04-06,NULL,2,"Santa Cruz Bikes",santacruz@bikes.shop
120,Luz,House,luz.house@gmail.com,1499,2018-04-06,2018-04-06,NULL,2,"Santa Cruz Bikes",santacruz@bikes.shop
151,Joesph,Delacruz,joesph.delacruz@aol.com,1500,2018-04-06,2018-04-06,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
208,Denis,Logan,denis.logan@msn.com,1503,2018-04-07,2018-04-07,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
237,Elvera,Peck,elvera.peck@yahoo.com,1504,2018-04-08,2018-04-08,NULL,2,"Santa Cruz Bikes",santacruz@bikes.shop
2,Kasha,Todd,kasha.todd@yahoo.com,1509,2018-04-09,2018-04-09,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
32,Araceli,Golden,araceli.golden@msn.com,1513,2018-04-10,2018-04-10,NULL,2,"Santa Cruz Bikes",santacruz@bikes.shop
87,Yan,Mcgowan,yan.mcgowan@msn.com,1514,2018-04-10,2018-04-10,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
47,Bridgette,Guerra,bridgette.guerra@hotmail.com,1516,2018-04-11,2018-04-11,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
97,Louanne,Martin,louanne.martin@hotmail.com,1517,2018-04-11,2018-04-11,NULL,2,"Santa Cruz Bikes",santacruz@bikes.shop
175,Nova,Hess,nova.hess@msn.com,1518,2018-04-11,2018-04-11,NULL,2,"Santa Cruz Bikes",santacruz@bikes.shop
53,Saturnina,Garner,saturnina.garner@gmail.com,1521,2018-04-12,2018-04-12,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
78,Chi,Goff,chi.goff@aol.com,1522,2018-04-12,2018-04-12,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
110,Ollie,Zimmerman,ollie.zimmerman@yahoo.com,1530,2018-04-13,2018-04-13,NULL,2,"Santa Cruz Bikes",santacruz@bikes.shop
233,Mariana,Strong,mariana.strong@msn.com,1531,2018-04-13,2018-04-13,NULL,2,"Santa Cruz Bikes",santacruz@bikes.shop
187,Hedwig,Paul,hedwig.paul@msn.com,1540,2018-04-16,2018-04-16,NULL,2,"Santa Cruz Bikes",santacruz@bikes.shop
5,Charolette,Rice,charolette.rice@msn.com,1544,2018-04-17,2018-04-17,NULL,2,"Santa Cruz Bikes",santacruz@bikes.shop
67,Tommie,Melton,tommie.melton@gmail.com,1545,2018-04-17,2018-04-17,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
91,Marvin,Mullins,marvin.mullins@aol.com,1546,2018-04-17,2018-04-17,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
169,Karla,Kirk,karla.kirk@yahoo.com,1547,2018-04-17,2018-04-17,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
170,Regine,Gonzales,regine.gonzales@gmail.com,1548,2018-04-17,2018-04-17,NULL,2,"Santa Cruz Bikes",santacruz@bikes.shop
30,Jamaal,Albert,jamaal.albert@gmail.com,1553,2018-04-18,2018-04-18,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
172,Jeanie,Kirkland,jeanie.kirkland@aol.com,1554,2018-04-18,2018-04-18,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
121,Lucy,Woods,lucy.woods@gmail.com,1557,2018-04-19,2018-04-19,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
46,Monika,Berg,monika.berg@gmail.com,1564,2018-04-21,2018-04-21,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
60,Neil,Mccall,neil.mccall@gmail.com,1565,2018-04-21,2018-04-21,NULL,2,"Santa Cruz Bikes",santacruz@bikes.shop
72,Petronila,Norris,petronila.norris@aol.com,1566,2018-04-21,2018-04-21,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
89,Arvilla,Osborn,arvilla.osborn@gmail.com,1567,2018-04-21,2018-04-21,NULL,2,"Santa Cruz Bikes",santacruz@bikes.shop
192,Bong,Hebert,bong.hebert@gmail.com,1568,2018-04-21,2018-04-21,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
24,Corene,Wall,corene.wall@msn.com,1573,2018-04-23,2018-04-23,NULL,2,"Santa Cruz Bikes",santacruz@bikes.shop
124,Jeni,Booker,jeni.booker@gmail.com,1574,2018-04-23,2018-04-23,NULL,2,"Santa Cruz Bikes",santacruz@bikes.shop
224,Moses,Pope,moses.pope@yahoo.com,1575,2018-04-23,2018-04-23,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
104,Katharina,Bates,katharina.bates@gmail.com,1579,2018-04-24,2018-04-24,NULL,2,"Santa Cruz Bikes",santacruz@bikes.shop
191,Graciela,Barber,graciela.barber@hotmail.com,1580,2018-04-24,2018-04-24,NULL,2,"Santa Cruz Bikes",santacruz@bikes.shop
188,Sharla,Flynn,sharla.flynn@hotmail.com,1581,2018-04-25,2018-04-25,NULL,2,"Santa Cruz Bikes",santacruz@bikes.shop
240,Le,Deleon,le.deleon@msn.com,1582,2018-04-25,2018-04-25,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
109,Monica,Sears,monica.sears@aol.com,1584,2018-04-26,2018-04-26,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
157,Carola,Rodriquez,carola.rodriquez@hotmail.com,1585,2018-04-26,2018-04-26,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
176,Carley,Reynolds,carley.reynolds@gmail.com,1586,2018-04-26,2018-04-26,NULL,2,"Santa Cruz Bikes",santacruz@bikes.shop
231,Jenee,Rasmussen,jenee.rasmussen@hotmail.com,1587,2018-04-26,2018-04-26,NULL,2,"Santa Cruz Bikes",santacruz@bikes.shop
40,Ronna,Butler,ronna.butler@gmail.com,1589,2018-04-27,2018-04-27,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
138,Jone,Bernard,jone.bernard@hotmail.com,1590,2018-04-27,2018-04-27,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
165,Jeromy,Burch,jeromy.burch@msn.com,1591,2018-04-27,2018-04-27,NULL,2,"Santa Cruz Bikes",santacruz@bikes.shop
239,Felice,Guzman,felice.guzman@hotmail.com,1598,2018-04-29,2018-04-29,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
33,Deloris,Burke,deloris.burke@hotmail.com,1607,2018-07-11,2018-07-11,NULL,2,"Santa Cruz Bikes",santacruz@bikes.shop
53,Saturnina,Garner,saturnina.garner@gmail.com,1608,2018-07-12,2018-07-12,NULL,2,"Santa Cruz Bikes",santacruz@bikes.shop
3,Tameka,Fisher,tameka.fisher@aol.com,1612,2018-10-21,2018-10-21,NULL,3,"Santa Cruz Bikes",santacruz@bikes.shop
1212,Jaqueline,Cummings,jaqueline.cummings@hotmail.com,2,2016-01-01,2016-01-04,2016-01-03,6,"Baldwin Bikes",baldwin@bikes.shop
523,Joshua,Robertson,joshua.robertson@gmail.com,3,2016-01-02,2016-01-05,2016-01-03,7,"Baldwin Bikes",baldwin@bikes.shop
1324,Arla,Ellis,arla.ellis@yahoo.com,5,2016-01-03,2016-01-06,2016-01-06,6,"Baldwin Bikes",baldwin@bikes.shop
94,Sharyn,Hopkins,sharyn.hopkins@hotmail.com,6,2016-01-04,2016-01-07,2016-01-05,6,"Baldwin Bikes",baldwin@bikes.shop
324,Laureen,Paul,laureen.paul@yahoo.com,7,2016-01-04,2016-01-07,2016-01-05,6,"Baldwin Bikes",baldwin@bikes.shop
1204,Leslie,Higgins,leslie.higgins@hotmail.com,8,2016-01-04,2016-01-05,2016-01-05,7,"Baldwin Bikes",baldwin@bikes.shop
442,Alane,Munoz,alane.munoz@gmail.com,10,2016-01-05,2016-01-06,2016-01-06,6,"Baldwin Bikes",baldwin@bikes.shop
1326,Tarra,Guerrero,tarra.guerrero@aol.com,11,2016-01-05,2016-01-08,2016-01-07,7,"Baldwin Bikes",baldwin@bikes.shop
873,Patience,Clayton,patience.clayton@hotmail.com,13,2016-01-08,2016-01-11,2016-01-11,6,"Baldwin Bikes",baldwin@bikes.shop
450,Ellsworth,Michael,ellsworth.michael@yahoo.com,15,2016-01-09,2016-01-10,2016-01-12,7,"Baldwin Bikes",baldwin@bikes.shop
1250,Neoma,Daugherty,neoma.daugherty@gmail.com,21,2016-01-15,2016-01-16,2016-01-18,6,"Baldwin Bikes",baldwin@bikes.shop
636,Ashton,Lott,ashton.lott@hotmail.com,24,2016-01-18,2016-01-20,2016-01-19,7,"Baldwin Bikes",baldwin@bikes.shop
657,Sam,Lester,sam.lester@gmail.com,25,2016-01-18,2016-01-21,2016-01-21,6,"Baldwin Bikes",baldwin@bikes.shop
1280,Jackeline,Colon,jackeline.colon@msn.com,26,2016-01-18,2016-01-21,2016-01-19,7,"Baldwin Bikes",baldwin@bikes.shop
57,Pamala,Henry,pamala.henry@aol.com,27,2016-01-19,2016-01-21,2016-01-20,7,"Baldwin Bikes",baldwin@bikes.shop
252,Eleni,Gordon,eleni.gordon@hotmail.com,28,2016-01-19,2016-01-20,2016-01-21,6,"Baldwin Bikes",baldwin@bikes.shop
437,Laureen,Barry,laureen.barry@yahoo.com,29,2016-01-20,2016-01-22,2016-01-21,6,"Baldwin Bikes",baldwin@bikes.shop
1348,Yvone,Guerrero,yvone.guerrero@aol.com,30,2016-01-20,2016-01-21,2016-01-21,6,"Baldwin Bikes",baldwin@bikes.shop
236,Verona,O'neill,verona.o'neill@hotmail.com,33,2016-01-21,2016-01-22,2016-01-22,6,"Baldwin Bikes",baldwin@bikes.shop
80,Sarai,Mckee,sarai.mckee@msn.com,34,2016-01-22,2016-01-25,2016-01-23,6,"Baldwin Bikes",baldwin@bikes.shop
813,Neville,Mcclain,neville.mcclain@yahoo.com,35,2016-01-22,2016-01-25,2016-01-24,7,"Baldwin Bikes",baldwin@bikes.shop
1321,Shantel,Gregory,shantel.gregory@yahoo.com,36,2016-01-23,2016-01-24,2016-01-24,6,"Baldwin Bikes",baldwin@bikes.shop
164,Tomika,Larson,tomika.larson@yahoo.com,37,2016-01-25,2016-01-28,2016-01-26,6,"Baldwin Bikes",baldwin@bikes.shop
